rank,Youtuber,subscribers,video views,category,Title,uploads,Country,Abbreviation,channel_type,video_views_rank,country_rank,channel_type_rank,video_views_for_the_last_30_days,lowest_monthly_earnings,highest_monthly_earnings,lowest_yearly_earnings,highest_yearly_earnings,subscribers_for_last_30_days,created_year,created_month,created_date,Gross tertiary education enrollment (%),Population,Unemployment rate,Urban_population,Latitude,Longitude
885,Technology Gyan,13200000,"1,13,82,62,456",Science & Technology,Technology Gyan,1022,India,IN,Tech,9955,118,17,18518000,4600,74100,55600,888900,100000,2015,Nov,17,28.1,1366417754,5.36,471031528,20.593684,78.96288
886,CookingShooking Hindi,13200000,"1,75,86,03,195",People & Blogs,CookingShooking Hindi,393,India,IN,Howto,5855,118,33,11490000,2900,46000,34500,551500,nan,2017,Apr,4,28.1,1366417754,5.36,471031528,20.593684,78.96288
887,Ryan Trahan,13100000,"2,18,26,51,464",Entertainment,Ryan Trahan,33,United States,US,People,4051001,7683,7670,248,0.06,0.99,0.74,12,1,2022,Jun,27,88.2,328239523,14.7,270663028,37.09024,-95.712891
888,Alex Gonzaga Official,13100000,"1,40,19,14,513",People & Blogs,Alex Gonzaga Official,287,Philippines,PH,People,7733,11,56,10848000,2700,43400,32500,520700,nan,2017,Jul,18,35.5,108116615,2.15,50975903,12.879721,121.774017
889,WiederDude,13100000,"2,73,36,82,792",nan,WiederDude,289,United States,US,Games,3275,169,65,56894000,14200,227600,170700,2700000,100000,2016,Jun,12,88.2,328239523,14.7,270663028,37.09024,-95.712891
890,Ian Boggs,13100000,"9,11,03,48,202",Entertainment,Ian Boggs,1327,nan,nan,Entertainment,520,nan,163,329312000,82300,1300000,987900,15800000,700000,2010,Mar,25,nan,nan,nan,nan,nan,nan
891,Lokdhun Punjabi,13100000,"4,71,26,24,489",Music,Lokdhun Punjabi,1262,India,IN,Music,1484,119,143,34438000,8600,137800,103300,1700000,100000,2010,Dec,27,28.1,1366417754,5.36,471031528,20.593684,78.96288
892,Knowledge Tv ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,13100000,"1,93,65,82,704",People & Blogs,Knowledge Tv ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,7,nan,nan,People,4054334,nan,7714,2,0,0.01,0.01,0.1,nan,2019,Nov,24,nan,nan,nan,nan,nan,nan
893,Painzeiro,13100000,"2,55,58,01,802",People & Blogs,Painzeiro,1077,Brazil,BR,People,3545,50,56,43990000,11000,176000,132000,2100000,100000,2015,Nov,6,51.3,212559417,12.08,183241641,-14.235004,-51.92528
894,Peppa Pig em Portuguï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,13100000,"4,21,41,72,991",Film & Animation,Peppa Pig em Portuguï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,1365,Brazil,BR,Film,1770,49,43,27340000,6800,109400,82000,1300000,100000,2014,May,6,51.3,212559417,12.08,183241641,-14.235004,-51.92528
895,ýýýýýýýýýýýýýýý Ms Yeah,13100000,"4,39,98,33,602",People & Blogs,ýýýýýýýýýýýýýýý Ms Yeah,435,United States,US,Howto,1650,169,34,60661000,15200,242600,182000,2900000,100000,2017,Feb,15,88.2,328239523,14.7,270663028,37.09024,-95.712891
896,Hungria Hip Hop,13100000,"4,60,87,51,851",Music,Hungria Hip Hop,73,Brazil,BR,Music,1541,50,143,48223000,12100,192900,144700,2300000,nan,2013,Apr,13,51.3,212559417,12.08,183241641,-14.235004,-51.92528
897,RaptorGamer,13100000,"2,87,92,63,916",People & Blogs,RaptorGamer,1444,Ecuador,EC,Games,3044,2,65,62909000,15700,251600,188700,3000000,300000,2016,Jul,16,44.9,17373662,3.97,11116711,-1.831239,-78.183406
898,RedeTV,13100000,"5,33,35,69,294",Entertainment,RedeTV,36760,Brazil,BR,Entertainment,1240,50,165,17588000,4400,70400,52800,844200,nan,2011,Oct,18,51.3,212559417,12.08,183241641,-14.235004,-51.92528
899,twenty one pilots,13100000,"5,26,40,39,679",Music,twenty one pilots,194,United States,US,Music,1255,169,143,50922000,12700,203700,152800,2400000,nan,2009,Sep,5,88.2,328239523,14.7,270663028,37.09024,-95.712891
900,DJ Khaled,13100000,"6,63,78,20,731",Music,DjKhaled,12,Samoa,WS,Music,3967392,81,5659,379,0.09,2,1,18,3,2006,May,27,7.6,202506,8.36,35588,-13.759029,-172.104629
901,Davie504,13000000,"2,68,32,97,849",Entertainment,Davie504,838,Italy,IT,Entertainment,3340,2,166,29870000,7500,119500,89600,1400000,100000,2011,May,18,61.9,60297396,9.89,42651966,41.87194,12.56738
902,Everson Zoio,13000000,"1,02,44,67,771",Comedy,Everson Zoio,625,Brazil,BR,Entertainment,11340,51,166,3052000,763,12200,9200,146500,nan,2009,Mar,26,51.3,212559417,12.08,183241641,-14.235004,-51.92528
903,Calon Sarjana,13000000,"1,06,64,585",Entertainment,Calon Sarjana,29,Indonesia,ID,Entertainment,772571,31,166,2292000000,0,0,0,0,300000,2016,Jan,20,36.3,270203917,4.69,151509724,-0.789275,113.921327
904,Lofi Girl,13000000,"1,69,82,79,553",Music,Lofi Girl,409,France,FR,Music,6059,3,143,30471000,7600,121900,91400,1500000,100000,2015,Mar,18,65.6,67059887,8.43,54123364,46.227638,2.213749
905,Jomy Production,13000000,"5,05,71,63,256",Entertainment,SRK Edie soon,8,India,IN,nan,3686280,5227,nan,2,0,0.01,0.01,0.1,nan,2021,Mar,18,28.1,1366417754,5.36,471031528,20.593684,78.96288
906,GH'S,13000000,"8,73,91,74,649",Gaming,GH'S,510,South Korea,KR,Games,553,15,65,1081000000,270300,4300000,3200000,51900000,1000000,2020,Jul,7,94.3,51709098,4.15,42106719,35.907757,127.766922
907,JesseAndMike,13000000,"9,99,92,38,237",Entertainment,JesseAndMike,716,United States,US,Entertainment,440,170,166,41109000,10300,164400,123300,2000000,nan,2007,Apr,29,88.2,328239523,14.7,270663028,37.09024,-95.712891
908,Wolfoo Channel,13000000,"30,15,47,793",nan,Wolfoo Channel,22,Pakistan,PK,People,4035874,3926,7638,590,0.15,2,2,28,8,2021,Aug,11,9,216565318,4.45,79927762,30.375321,69.345116
909,Susy Mouriz,13000000,"6,27,09,09,026",Entertainment,Susy Mouriz,1299,Mexico,MX,Entertainment,969,31,165,368437000,92100,1500000,1100000,17700000,600000,2017,Mar,18,40.2,126014024,3.42,102626859,23.634501,-102.552784
910,7 Minutoz,13000000,"4,34,95,62,794",Music,7 Minutoz,521,Brazil,BR,Music,1692,51,144,29526000,7400,118100,88600,1400000,nan,2012,Jun,4,51.3,212559417,12.08,183241641,-14.235004,-51.92528
911,The LaBrant Fam,13000000,"4,63,74,74,071",Comedy,The LaBrant Fam,612,United States,US,People,1557,170,57,42412000,0,0,0,0,nan,2012,Aug,24,88.2,328239523,14.7,270663028,37.09024,-95.712891
912,Pastor Antï¿½ï¿½ï¿½ï¿½ï,12900000,"2,11,22,74,210",People & Blogs,Pastor Antï¿½ï¿½ï¿½ï¿½ï,4712,Brazil,BR,People,4602,52,58,31796000,7900,127200,95400,1500000,100000,2013,Jan,19,51.3,212559417,12.08,183241641,-14.235004,-51.92528
913,Matheus Yurley,12900000,"14,00,22,442",Entertainment,Matheus Yurley,69,Brazil,BR,Entertainment,93531,52,167,147626,37,591,443,7100,nan,2015,Jan,27,51.3,212559417,12.08,183241641,-14.235004,-51.92528
914,gymvirtual,12900000,"2,50,97,52,944",Sports,gymvirtual,1572,Spain,ES,Sports,3645,17,12,11993000,3000,48000,36000,575700,100000,2010,Nov,1,88.9,47076781,13.96,37927409,40.463667,-3.74922
915,BIBOï¿½ï¿½ï¿½ï¿½ï,12900000,"3,17,82,22,797",Entertainment,BIBOï¿½ï¿½ï¿½ï¿½ï,193,South Korea,KR,Entertainment,2649,16,167,4001000,1000,16000,12000,192100,nan,2016,Aug,8,94.3,51709098,4.15,42106719,35.907757,127.766922
916,Top Viral Talent,12900000,"3,64,36,98,504",Entertainment,Top Viral Talent,1598,United States,US,Entertainment,2177,171,167,29379000,7300,117500,88100,1400000,100000,2014,Jan,2,88.2,328239523,14.7,270663028,37.09024,-95.712891
917,Akon,12900000,"6,30,09,33,122",Music,Akon,39,United States,US,Music,976,171,145,91240000,22800,365000,273700,4400000,100000,2005,Nov,5,88.2,328239523,14.7,270663028,37.09024,-95.712891
918,AlArabiya ï¿½ï¿½ï¿½ï¿½ï¿,12900000,"7,52,03,79,951",People & Blogs,AlArabiya ï¿½ï¿½ï¿½ï¿½ï¿,169304,United Arab Emirates,AE,News,737,8,23,80219000,20100,320900,240700,3900000,100000,2006,Sep,19,36.8,9770529,2.35,8479744,23.424076,53.847818
919,Rauw Alejandro,12900000,"11,50,40,90,820",Music,Rauw Alejandro,168,nan,nan,Music,348,5,145,205548000,51400,822200,616600,9900000,100000,2014,Dec,11,nan,nan,nan,nan,nan,nan
920,EnriqueIglesiasVEVO,12900000,"15,44,67,07,595",Music,EnriqueIglesiasVEVO,137,United States,US,Music,210,171,145,75773000,18900,303100,227300,3600000,100000,2009,May,12,88.2,328239523,14.7,270663028,37.09024,-95.712891
921,ýýýýýýýý ýýýý ýýýýýýýýýýýýýý,12900000,"5,58,50,85,130",Shows,ýýýýýýýý ýýýý ýýýýýýýýýýýýýý,1255,Ukraine,UA,Entertainment,1164,6,166,71118000,17800,284500,213400,3400000,200000,2014,Jul,17,82.7,44385155,8.88,30835699,48.379433,31.16558
922,The Shiny Peanut,12900000,"2,84,84,66,522",Education,The Shiny Peanut,2337,Indonesia,ID,Entertainment,3109,32,167,837700,209,3400,2500,40200,nan,2016,Oct,26,36.3,270203917,4.69,151509724,-0.789275,113.921327
923,Talking Angela,12800000,"3,63,24,38,963",Entertainment,Talking Angela,233,United Kingdom,GB,Film,2184,31,45,27957000,7000,111800,83900,1300000,nan,2014,Sep,2,60,66834405,3.85,55908316,55.378051,-3.435973
924,Melon City Show - ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,12800000,"5,86,34,56,698",Comedy,Melon City Show - ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,1727,Iraq,IQ,Comedy,1087,2,40,35336000,8800,141300,106000,1700000,nan,2016,Jan,30,16.2,39309783,12.82,27783368,33.223191,43.679291
925,Duo Tiempo De Sol,12800000,"6,66,22,88,136",Music,Duo Tiempo De Sol,323,Spain,ES,Education,896,17,44,53988000,13500,216000,162000,2600000,100000,2013,Mar,26,88.9,47076781,13.96,37927409,40.463667,-3.74922
926,Troom Troom India,12800000,"6,80,40,72,897",Howto & Style,Troom Troom India,2385,nan,nan,Howto,873,nan,35,17270000,4300,69100,51800,829000,nan,2015,Apr,19,nan,nan,nan,nan,nan,nan
927,MrSuicideSheep,12800000,"6,97,08,99,521",Entertainment,MrSuicideSheep,3483,Canada,CA,Entertainment,842,13,168,18118000,4500,72500,54400,869600,nan,2010,Apr,9,68.9,36991981,5.56,30628482,56.130366,-106.346771
928,Adam W,12800000,"9,50,29,83,550",Comedy,Adam W,681,United States,US,Comedy,492,171,39,228951000,57200,915800,686900,11000000,200000,2015,Oct,4,88.2,328239523,14.7,270663028,37.09024,-95.712891
929,Right to Shiksha,12800000,"7,87,67,40,921",Education,Right to Shiksha,2044,India,IN,Education,670,120,45,213738000,53400,855000,641200,10300000,300000,2020,Apr,23,28.1,1366417754,5.36,471031528,20.593684,78.96288
930,Beyoncï¿½ï¿½,12800000,"14,18,56,11,472",Music,Beyoncï¿½ï¿½,168,United States,US,Music,250,172,146,89566000,22400,358300,268700,4300000,nan,2009,Sep,2,88.2,328239523,14.7,270663028,37.09024,-95.712891
931,FACT FIRE KING,12700000,"1,15,92,90,255",nan,FACT FIRE KING,782,India,IN,Games,9683,120,66,51291000,12800,205200,153900,2500000,500000,2020,Jul,29,28.1,1366417754,5.36,471031528,20.593684,78.96288
932,Ian Lucas,12700000,"1,45,08,74,545",Entertainment,Ian Lucas,50,nan,nan,Entertainment,4052208,nan,6682,48,0,0,0,0,8,2016,Apr,16,nan,nan,nan,nan,nan,nan
933,Franco Escamilla,12700000,"4,26,69,57,149",Comedy,Franco Escamilla,2483,Mexico,MX,Comedy,1740,32,41,77482000,19400,309900,232400,3700000,100000,2007,Oct,19,40.2,126014024,3.42,102626859,23.634501,-102.552784
934,Adexe & Nau,12700000,"4,57,97,73,883",Music,Adexe & Nau,594,Spain,ES,Music,1563,18,147,10083000,2500,40300,30200,484000,nan,2013,Dec,22,88.9,47076781,13.96,37927409,40.463667,-3.74922
935,Diana and Roma IND,12700000,"5,56,78,32,210",nan,Diana and Roma IND,534,United States,US,Entertainment,1173,173,169,46602000,11700,186400,139800,2200000,100000,2019,Nov,7,88.2,328239523,14.7,270663028,37.09024,-95.712891
936,Jass Records,12700000,"5,95,89,94,201",Music,JassRecords,1,nan,nan,Music,4056853,nan,5789,1,0,0,0,0.05,nan,2012,Feb,10,nan,nan,nan,nan,nan,nan
937,Future,12700000,"9,92,76,99,419",Music,Future AMV's,119,United States,US,Film,270216,1944,1473,472367,118,1900,1400,22700,1000,2020,Nov,7,88.2,328239523,14.7,270663028,37.09024,-95.712891
938,YoungBoy Never Broke Again,12700000,"13,17,43,93,401",Entertainment,YoungBoy Never Broke Again,142,United States,US,Music,279,173,147,169968000,42500,679900,509900,8200000,100000,2015,Jan,4,88.2,328239523,14.7,270663028,37.09024,-95.712891
939,Blossom,12700000,"4,73,38,73,025",Howto & Style,Blossom,812,United States,US,Howto,1472,173,36,43868000,11000,175500,131600,2100000,100000,2017,Jun,1,88.2,328239523,14.7,270663028,37.09024,-95.712891
940,#Refï¿½ï¿½ï¿½ï¿½,12700000,"2,70,99,54,270",Entertainment,#Refugio Mental,846,nan,nan,Entertainment,2218,nan,155,6942000,1700,27800,20800,333200,nan,2013,Aug,10,nan,nan,nan,nan,nan,nan
941,Piuzinho,12700000,"1,08,12,85,962",Gaming,Piuzinho,504,Brazil,BR,Games,10642,53,67,3619000,905,14500,10900,173700,nan,2015,May,13,51.3,212559417,12.08,183241641,-14.235004,-51.92528
942,Heidi y Zidane,12700000,"6,00,11,89,018",nan,Heidi y Zidane,600,United States,US,People,1052,173,60,16117000,4000,64500,48400,773600,nan,2019,Dec,2,88.2,328239523,14.7,270663028,37.09024,-95.712891
943,Go Ami Go!,12700000,"1,71,49,55,279",People & Blogs,Go Ami Go!,252,Colombia,CO,People,5821,11,57,327600000,81900,1300000,982800,15700000,1500000,2015,Dec,3,55.3,50339443,9.71,40827302,4.570868,-74.297333
944,Morgz,12600000,"3,30,35,95,310",Gaming,Morgz,825,United Kingdom,GB,Entertainment,2491,32,170,58838000,14700,235400,176500,2800000,100000,2014,Jun,10,60,66834405,3.85,55908316,55.378051,-3.435973
945,CaseyNeistat,12600000,"3,15,24,02,405",People & Blogs,CaseyNeistat,1101,United States,US,People,2681,174,61,5952000,1500,23800,17900,285700,100000,2010,Feb,15,88.2,328239523,14.7,270663028,37.09024,-95.712891
946,ýýýýýýýýýSULGI,12600000,"3,48,53,73,675",People & Blogs,ýýýýýýýýýSULGI,683,South Korea,KR,People,2313,17,61,113132000,28300,452500,339400,5400000,300000,2012,Nov,5,94.3,51709098,4.15,42106719,35.907757,127.766922
947,NickiMinajAtVEVO,12600000,"8,83,11,79,714",Music,NickiMinajAtVEVO,99,United States,US,Music,557,174,148,35027000,8800,140100,105100,1700000,nan,2010,Apr,1,88.2,328239523,14.7,270663028,37.09024,-95.712891
948,Ellie Goulding,12600000,"6,96,91,78,081",Music,Ellie Goulding,218,United Kingdom,GB,Music,841,32,148,36681000,9200,146700,110000,1800000,nan,2007,Jan,29,60,66834405,3.85,55908316,55.378051,-3.435973
949,colinfurze,12500000,"1,61,20,94,871",Entertainment,colinfurze,385,United Kingdom,GB,Entertainment,6487,33,171,8482000,2100,33900,25400,407200,nan,2006,Nov,15,60,66834405,3.85,55908316,55.378051,-3.435973
950,People Vs Food,12500000,"1,13,65,34,702",Entertainment,People Vs Food,601,United States,US,Entertainment,9980,175,171,15340000,3800,61400,46000,736300,nan,2013,Jul,30,88.2,328239523,14.7,270663028,37.09024,-95.712891
951,Wolfoo Family,12500000,"16,12,54,021",nan,Wolfoo Family,61,United States,US,Film,81750,175,46,757789000,0,0,0,0,nan,2019,Oct,21,88.2,328239523,14.7,270663028,37.09024,-95.712891
952,Ja Mill,12500000,"1,30,28,18,088",People & Blogs,jamill,0,nan,nan,nan,4048879,nan,nan,nan,0,0,0,0,nan,2006,Feb,22,nan,nan,nan,nan,nan,nan
953,Health Time,12500000,"1,00,22,19,689",Howto & Style,Health Time,1810,India,IN,People,11667,123,62,1395000,349,5600,4200,66900,nan,2016,Sep,25,28.1,1366417754,5.36,471031528,20.593684,78.96288
954,Yair17,12500000,"1,40,20,42,328",Gaming,Yair17,1109,Mexico,MX,Games,7741,33,68,8869000,2200,35500,26600,425700,nan,2014,Jan,22,40.2,126014024,3.42,102626859,23.634501,-102.552784
955,Little Baby Bum en Espaï¿½ï,12500000,"6,95,63,20,454",Education,Little Baby Bum en Espaï¿½ï,1459,Spain,ES,Education,843,19,46,16319000,4100,65300,49000,783300,nan,2014,Jun,6,88.9,47076781,13.96,37927409,40.463667,-3.74922
956,First We Feast,12500000,"2,98,37,99,729",Howto & Style,First We Feast,1076,United States,US,Entertainment,2892,175,171,111252000,27800,445000,333800,5300000,200000,2014,Feb,28,88.2,328239523,14.7,270663028,37.09024,-95.712891
957,Mï¿½ï¿½ï¿½ï¿½,12500000,"3,14,08,83,140",Travel & Events,Mï¿½ï¿½ï¿½ï¿½,766,Mexico,MX,Entertainment,2691,33,171,31007000,7800,124000,93000,1500000,nan,2015,Jul,6,40.2,126014024,3.42,102626859,23.634501,-102.552784
958,Bebefinn - Nursery Rhymes & Kids Songs,12500000,"4,16,36,39,093",nan,Bebefinn - Nursery Rhymes & Kids Songs,322,United States,US,Entertainment,1794,175,171,565459000,0,0,0,0,500000,2022,Mar,30,88.2,328239523,14.7,270663028,37.09024,-95.712891
959,Troom Troom PT,12500000,"4,38,41,77,908",Howto & Style,Troom Troom PT,2738,nan,nan,Howto,1667,nan,37,13501000,3400,54000,40500,648100,nan,2015,Apr,19,nan,nan,nan,nan,nan,nan
960,Parafernalha,12500000,"4,62,57,77,945",Entertainment,Parafernalha,1888,Brazil,BR,Entertainment,1532,54,171,7158000,1800,28600,21500,343600,nan,2011,May,13,51.3,212559417,12.08,183241641,-14.235004,-51.92528
961,NDTV,12500000,"4,93,57,93,409",Entertainment,NDTV,151136,India,IN,News,1395,123,24,58527000,14600,234100,175600,2800000,100000,2006,May,8,28.1,1366417754,5.36,471031528,20.593684,78.96288
962,elcarteldesantatv,12500000,"7,48,94,55,451",Music,elcarteldesantatv,377,Mexico,MX,Entertainment,743,33,171,115881000,29000,463500,347600,5600000,100000,2008,Nov,27,40.2,126014024,3.42,102626859,23.634501,-102.552784
963,Family Fitness,12500000,"10,38,48,48,759",Entertainment,Family Fitness,1699,India,IN,Entertainment,413,123,171,235715000,58900,942900,707100,11300000,400000,2017,Jan,18,28.1,1366417754,5.36,471031528,20.593684,78.96288
964,Zee Tamil,12500000,"11,55,21,90,002",Entertainment,Zee Tamil,102699,India,IN,Entertainment,342,123,171,349940000,87500,1400000,1000000,16800000,200000,2008,Aug,26,28.1,1366417754,5.36,471031528,20.593684,78.96288
965,Flowers Comedy,12500000,"11,69,10,81,301",Entertainment,Flowers Comedy,11907,India,IN,Entertainment,337,122,170,180021000,45000,720100,540100,8600000,100000,2015,Aug,19,28.1,1366417754,5.36,471031528,20.593684,78.96288
966,Mundo Bita,12500000,"16,69,07,88,752",Music,Mundo Bita,253,Brazil,BR,Music,171,54,149,213700000,53400,854800,641100,10300000,100000,2011,Sep,29,51.3,212559417,12.08,183241641,-14.235004,-51.92528
967,Wave Music Bhakti,12500000,"5,14,60,04,207",Music,Wave Music Bhakti,19899,India,IN,Music,1299,123,149,11079000,2800,44300,33200,531800,nan,2011,Apr,19,28.1,1366417754,5.36,471031528,20.593684,78.96288
968,Troom Troom Indonesia,12500000,"5,37,96,84,248",People & Blogs,TROOM TROOM INDONESIA,8,nan,nan,People,4057418,nan,7712,1,0,0,0,0.05,nan,2020,Jul,29,nan,nan,nan,nan,nan,nan
969,CKM,12500000,"4,46,57,72,496",Comedy,CKM,117,India,IN,Comedy,1621,123,42,13142000,3300,52600,39400,630800,nan,2018,Feb,20,28.1,1366417754,5.36,471031528,20.593684,78.96288
970,Quantum Tech HD,12500000,"4,34,02,13,066",Science & Technology,Mr_Mughall Gaming,223,Pakistan,PK,nan,3956586,3554,nan,8721,2,35,26,419,32,2022,Apr,23,9,216565318,4.45,79927762,30.375321,69.345116
971,_vector_,12400000,"7,59,70,13,023",Comedy,_vector_,398,United States,US,Comedy,720,176,43,903672000,225900,3600000,2700000,43400000,1200000,2019,Mar,24,88.2,328239523,14.7,270663028,37.09024,-95.712891
972,DEV Ke Facts,12400000,"1,97,12,26,335",nan,DEV Ke Facts,218,India,IN,Education,5034,124,47,273670000,68400,1100000,821000,13100000,600000,2012,Sep,29,28.1,1366417754,5.36,471031528,20.593684,78.96288
973,Hero Movies 2023,12400000,"1,68,90,90,619",People & Blogs,Hero Movies 2023,689,nan,nan,People,6116,nan,63,21837000,5500,87300,65500,1000000,nan,2017,Feb,22,nan,nan,nan,nan,nan,nan
974,LOUD,12400000,"2,39,41,43,260",Gaming,WatchLOUD,690,United States,US,Entertainment,186431,1795,1759,27596,7,110,83,1300,nan,2006,Jan,4,88.2,328239523,14.7,270663028,37.09024,-95.712891
975,Gibby :),12400000,"2,86,26,85,032",People & Blogs,Gibby :),226,Mexico,MX,People,3087,34,63,10278000,2600,41100,30800,493300,nan,2014,Aug,30,40.2,126014024,3.42,102626859,23.634501,-102.552784
976,Gustavo Parï¿½ï¿½,12400000,"2,60,26,14,088",Comedy,GustavoParodias,9,Brazil,BR,Comedy,4050768,5075,4894,nan,0,0,0,0,nan,2010,Aug,24,51.3,212559417,12.08,183241641,-14.235004,-51.92528
977,SAAIHALILINTAR,12400000,"1,11,30,66,203",Entertainment,SAAIHALILINTAR,409,Indonesia,ID,Entertainment,10271,34,172,806075,202,3200,2400,38700,nan,2012,Apr,28,36.3,270203917,4.69,151509724,-0.789275,113.921327
978,Timba Vk,12400000,"2,84,01,37,980",Gaming,Timba Vk,1024,Spain,ES,Games,3116,19,68,24022000,6000,96100,72100,1200000,100000,2012,Jun,16,88.9,47076781,13.96,37927409,40.463667,-3.74922
979,Heidi and Zidane HZHtube,12400000,"4,02,14,09,291",Entertainment,Heidi and Zidane HZHtube,813,Canada,CA,Entertainment,1900,14,172,9595000,2400,38400,28800,460600,nan,2015,Nov,24,68.9,36991981,5.56,30628482,56.130366,-106.346771
980,DaniRep | +6 Vï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,12400000,"6,93,36,60,906",Gaming,DaniRep | +6 Vï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,12419,Spain,ES,Games,847,19,68,82648000,20700,330600,247900,4000000,100000,2012,Oct,29,88.9,47076781,13.96,37927409,40.463667,-3.74922
981,Zee Kids,12400000,"7,68,36,70,251",Film & Animation,Zee Kids,1212,India,IN,Entertainment,709,124,172,95163000,23800,380700,285500,4600000,100000,2012,Jul,6,28.1,1366417754,5.36,471031528,20.593684,78.96288
